route_code,route_name,passengers
FR_LFOB_BG_LBSF,BEAUVAIS-TILLE airport - SOFIA airport,40279
FR_LFOB_CZ_LKPR,BEAUVAIS-TILLE airport - PRAHA/RUZYNE airport,62437
FR_LFOB_EL_LGTS,BEAUVAIS-TILLE airport - THESSALONIKI/MAKEDONIA airport,23078
FR_LFOB_ES_LEAL,BEAUVAIS-TILLE airport - ALICANTE airport,25419
FR_LFOB_ES_LEBL,BEAUVAIS-TILLE airport - BARCELONA/EL PRAT airport,91702
FR_LFOB_ES_LEGE,BEAUVAIS-TILLE airport - GIRONA airport,24171
FR_LFOB_ES_LEMD,BEAUVAIS-TILLE airport - ADOLFO SUAREZ MADRID-BARAJAS airport,45131
FR_LFOB_ES_LEZL,BEAUVAIS-TILLE airport - SEVILLA airport,26553
FR_LFOB_FR_LFMU,BEAUVAIS-TILLE airport - BEZIERS-VIAS airport,30091
FR_LFOB_HU_LHBP,BEAUVAIS-TILLE airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,30997
FR_LFOB_HU_LHDC,BEAUVAIS-TILLE airport - DEBRECEN airport,21715
FR_LFOB_IE_EIDW,BEAUVAIS-TILLE airport - DUBLIN airport,96521
FR_LFOB_IT_LIBD,BEAUVAIS-TILLE airport - BARI/PALESE airport,55011
FR_LFOB_IT_LICJ,BEAUVAIS-TILLE airport - PALERMO/PUNTA RAISI airport,26993
FR_LFOB_IT_LIEE,BEAUVAIS-TILLE airport - CAGLIARI/ELMAS airport,23971
FR_LFOB_IT_LIME,BEAUVAIS-TILLE airport - BERGAMO/ORIO AL SERIO airport,59047
FR_LFOB_IT_LIPE,BEAUVAIS-TILLE airport - BOLOGNA/BORGO PANIGALE airport,53053
FR_LFOB_IT_LIPH,BEAUVAIS-TILLE airport - TREVISO/S.ANGELO airport,57948
FR_LFOB_IT_LIRA,BEAUVAIS-TILLE airport - ROMA/CIAMPINO airport,106895
FR_LFOB_IT_LIRP,BEAUVAIS-TILLE airport - PISA/S. GIUSTO airport,40308
FR_LFOB_LT_EYVI,BEAUVAIS-TILLE airport - VILNIUS INTL airport,45535
FR_LFOB_MA_GMFF,BEAUVAIS-TILLE airport - FES/SAISS airport,28412
FR_LFOB_MA_GMME,BEAUVAIS-TILLE airport - RABAT/SALE airport,30189
FR_LFOB_MA_GMMX,BEAUVAIS-TILLE airport - MARRAKECH/MENARA airport,62622
FR_LFOB_MD_LUKK,BEAUVAIS-TILLE airport - CHISINAU/INTERNATIONAL airport,76915
FR_LFOB_PL_EPKK,BEAUVAIS-TILLE airport - KRAKOW/BALICE airport,30249
FR_LFOB_PL_EPMO,BEAUVAIS-TILLE airport - WARSZAWA/MODLIN airport,43394
FR_LFOB_PL_EPWR,BEAUVAIS-TILLE airport - WROCLAW/STRACHOWICE airport,26514
FR_LFOB_PT_LPFR,BEAUVAIS-TILLE airport - FARO airport,29507
FR_LFOB_PT_LPPR,BEAUVAIS-TILLE airport - PORTO airport,152566
FR_LFOB_PT_LPPT,BEAUVAIS-TILLE airport - LISBOA airport,60569
FR_LFOB_RO_LRCL,BEAUVAIS-TILLE airport - CLUJ NAPOCA/AVRAM IANCU airport,62701
FR_LFOB_RO_LRIA,BEAUVAIS-TILLE airport - IASI airport,36030
FR_LFOB_RO_LROP,BEAUVAIS-TILLE airport - BUCURESTI/HENRI COANDA airport,53008
FR_LFOB_RS_LYBE,BEAUVAIS-TILLE airport - BEOGRAD/NIKOLA TESLA airport,31352
FR_LFOB_SE_ESKN,BEAUVAIS-TILLE airport - STOCKHOLM/SKAVSTA airport,25539
FR_LFOK_ES_LEMD,CHALONS-VATRY airport - ADOLFO SUAREZ MADRID-BARAJAS airport,7806
FR_LFOK_MA_GMMX,CHALONS-VATRY airport - MARRAKECH/MENARA airport,8735
FR_LFOK_PT_LPPR,CHALONS-VATRY airport - PORTO airport,17583
FR_LFOT_FR_LFML,TOURS VAL DE LOIRE airport - MARSEILLE-PROVENCE airport,15989
FR_LFOT_IE_EIDW,TOURS VAL DE LOIRE airport - DUBLIN airport,9698
FR_LFOT_MA_GMMX,TOURS VAL DE LOIRE airport - MARRAKECH/MENARA airport,17561
FR_LFOT_PT_LPPR,TOURS VAL DE LOIRE airport - PORTO airport,26471
FR_LFOT_UK_EGSS,TOURS VAL DE LOIRE airport - LONDON STANSTED airport,25546
FR_LFPG_AE_OMAA,PARIS-CHARLES DE GAULLE airport - ABU DHABI INTERNATIONAL airport,259813
FR_LFPG_AE_OMDB,PARIS-CHARLES DE GAULLE airport - DUBAI INTERNATIONAL airport,586992
FR_LFPG_AN_TNCM,PARIS-CHARLES DE GAULLE airport - ST. MAARTEN/PRINCESS JULIANA airport,49270
FR_LFPG_AR_SAEZ,PARIS-CHARLES DE GAULLE airport - EZEIZA MINISTRO PISTARINI (BA) airport,97713
FR_LFPG_AT_LOWW,PARIS-CHARLES DE GAULLE airport - WIEN-SCHWECHAT airport,476572
FR_LFPG_BE_EBBR,PARIS-CHARLES DE GAULLE airport - BRUSSELS airport,101091
FR_LFPG_BF_DFFD,PARIS-CHARLES DE GAULLE airport - OUAGADOUGOU airport,38926
FR_LFPG_BG_LBSF,PARIS-CHARLES DE GAULLE airport - SOFIA airport,62169
FR_LFPG_BJ_DBBB,PARIS-CHARLES DE GAULLE airport - CARDINAL BERNARDIN GANTIN DE CADJEHOUN INTERNATIONAL airport,46343
FR_LFPG_BR_SBFZ,"PARIS-CHARLES DE GAULLE airport - FORTALEZA/ PINTO MARTINS, CE airport",36296
FR_LFPG_BR_SBGL,"PARIS-CHARLES DE GAULLE airport - RIO DE JANEIRO/GALEAO-ANTONIO CARLOS JOBIM, RJ airport",136817
FR_LFPG_BR_SBGR,"PARIS-CHARLES DE GAULLE airport - SAO PAULO/GUARULHOS, GOVERNADOR ANDRE FRANCO MONTORO, SP airport",305411
FR_LFPG_BY_UMMS,PARIS-CHARLES DE GAULLE airport - MINSK-2 airport,37709
FR_LFPG_CA_CYUL,"PARIS-CHARLES DE GAULLE airport - MONTREAL/PIERRE ELLIOT TRUDEAU INTL, QC airport",625391
FR_LFPG_CA_CYVR,"PARIS-CHARLES DE GAULLE airport - VANCOUVER INTL, BC airport",84036
FR_LFPG_CA_CYYZ,"PARIS-CHARLES DE GAULLE airport - TORONTO/LESTER B. PEARSON INTL, ON airport",285192
FR_LFPG_CH_LFSB,PARIS-CHARLES DE GAULLE airport - BALE-MULHOUSE airport,72629
FR_LFPG_CH_LSGG,PARIS-CHARLES DE GAULLE airport - GENEVA airport,364950
FR_LFPG_CH_LSZH,PARIS-CHARLES DE GAULLE airport - ZURICH airport,369583
FR_LFPG_CI_DIAP,PARIS-CHARLES DE GAULLE airport - ABIDJAN/FELIX HOUPHOUET BOIGNY airport,146629
FR_LFPG_CL_SCEL,PARIS-CHARLES DE GAULLE airport - SANTIAGO/AP ARTURO MERINO BENITEZ airport,120901
FR_LFPG_CM_FKKD,PARIS-CHARLES DE GAULLE airport - DOUALA/AEROPORT airport,62994
FR_LFPG_CM_FKYS,PARIS-CHARLES DE GAULLE airport - YAOUNDE/NSIMALEN airport,50795
FR_LFPG_CN_ZBAA,PARIS-CHARLES DE GAULLE airport - BEIJING/CAPITAL airport,348160
FR_LFPG_CN_ZGGG,PARIS-CHARLES DE GAULLE airport - GUANGZHOU/BAIYUN airport,107904
FR_LFPG_CN_ZSPD,PARIS-CHARLES DE GAULLE airport - SHANGHAI/PUDONG airport,485391
FR_LFPG_CO_SKBO,PARIS-CHARLES DE GAULLE airport - BOGOTA INTL/CUNDINAMARCA airport,84511
FR_LFPG_CR_MROC,PARIS-CHARLES DE GAULLE airport - ALAJUELA/JUAN SANTAMARIA INTL. airport,54808
FR_LFPG_CU_MUHA,PARIS-CHARLES DE GAULLE airport - LA HABANA/JOSE MARTI INTL. airport,164908
FR_LFPG_CZ_LKPR,PARIS-CHARLES DE GAULLE airport - PRAHA/RUZYNE airport,738327
FR_LFPG_DE_EDDB,PARIS-CHARLES DE GAULLE airport - BERLIN-BRANDENBURG airport,56752
FR_LFPG_DE_EDDF,PARIS-CHARLES DE GAULLE airport - FRANKFURT/MAIN airport,547641
FR_LFPG_DE_EDDH,PARIS-CHARLES DE GAULLE airport - HAMBURG airport,232667
FR_LFPG_DE_EDDL,PARIS-CHARLES DE GAULLE airport - DUESSELDORF airport,235191
FR_LFPG_DE_EDDM,PARIS-CHARLES DE GAULLE airport - MUENCHEN airport,519887
FR_LFPG_DE_EDDN,PARIS-CHARLES DE GAULLE airport - NUERNBERG airport,84141
FR_LFPG_DE_EDDS,PARIS-CHARLES DE GAULLE airport - STUTTGART airport,83269
FR_LFPG_DE_EDDT,PARIS-CHARLES DE GAULLE airport - BERLIN-TEGEL airport,431214
FR_LFPG_DE_EDDV,PARIS-CHARLES DE GAULLE airport - HANNOVER airport,80219
FR_LFPG_DK_EKBI,PARIS-CHARLES DE GAULLE airport - BILLUND airport,46261
FR_LFPG_DK_EKCH,PARIS-CHARLES DE GAULLE airport - KOBENHAVN/KASTRUP airport,387340
FR_LFPG_DO_MDPC,PARIS-CHARLES DE GAULLE airport - PUNTA CANA INTL. airport,133995
FR_LFPG_DZ_DAAG,PARIS-CHARLES DE GAULLE airport - ALGER/HOUARI BOUMEDIENE airport,425202
FR_LFPG_DZ_DAOO,PARIS-CHARLES DE GAULLE airport - ORAN/AHMED BENBELLA airport,82847
FR_LFPG_EG_HECA,PARIS-CHARLES DE GAULLE airport - CAIRO/INTL airport,202305
FR_LFPG_EL_LGAV,PARIS-CHARLES DE GAULLE airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,339007
FR_LFPG_EL_LGIR,PARIS-CHARLES DE GAULLE airport - IRAKLION/NIKOS KAZANTZAKIS airport,86011
FR_LFPG_ES_GCFV,PARIS-CHARLES DE GAULLE airport - FUERTEVENTURA airport,48080
FR_LFPG_ES_LEBB,PARIS-CHARLES DE GAULLE airport - BILBAO airport,156542
FR_LFPG_ES_LEBL,PARIS-CHARLES DE GAULLE airport - BARCELONA/EL PRAT airport,680083
FR_LFPG_ES_LEIB,PARIS-CHARLES DE GAULLE airport - IBIZA airport,53567
FR_LFPG_ES_LEMD,PARIS-CHARLES DE GAULLE airport - ADOLFO SUAREZ MADRID-BARAJAS airport,560593
FR_LFPG_ES_LEMG,PARIS-CHARLES DE GAULLE airport - MALAGA/COSTA DEL SOL airport,236862
FR_LFPG_ES_LEPA,PARIS-CHARLES DE GAULLE airport - PALMA DE MALLORCA airport,103885
FR_LFPG_ES_LEVC,PARIS-CHARLES DE GAULLE airport - VALENCIA airport,144961
FR_LFPG_ES_LEZL,PARIS-CHARLES DE GAULLE airport - SEVILLA airport,101888
FR_LFPG_ET_HAAB,PARIS-CHARLES DE GAULLE airport - ADDIS ABABA/BOLE COM/MET/NOF airport,97640
FR_LFPG_FI_EFHK,PARIS-CHARLES DE GAULLE airport - HELSINKI/VANTAA airport,256679
FR_LFPG_FR_FMCZ,PARIS-CHARLES DE GAULLE airport - DZAOUDZI airport,48250
FR_LFPG_FR_FMEE,PARIS-CHARLES DE GAULLE airport - SAINT DENIS GILLOT airport,194618
FR_LFPG_FR_LFBD,PARIS-CHARLES DE GAULLE airport - BORDEAUX-MERIGNAC airport,329471
FR_LFPG_FR_LFBO,PARIS-CHARLES DE GAULLE airport - TOULOUSE/BLAGNAC airport,499910
FR_LFPG_FR_LFBP,PARIS-CHARLES DE GAULLE airport - PAU-PYRENEES airport,88089
FR_LFPG_FR_LFBZ,PARIS-CHARLES DE GAULLE airport - BIARRITZ-BAYONNE-ANGLET airport,133261
FR_LFPG_FR_LFKJ,PARIS-CHARLES DE GAULLE airport - AJACCIO-NAPOLEON-BONAPARTE airport,53687
FR_LFPG_FR_LFLC,PARIS-CHARLES DE GAULLE airport - CLERMONT-FERRAND-AUVERGNE airport,86703
FR_LFPG_FR_LFLL,PARIS-CHARLES DE GAULLE airport - LYON SAINT-EXUPERY airport,269784
FR_LFPG_FR_LFML,PARIS-CHARLES DE GAULLE airport - MARSEILLE-PROVENCE airport,336370
FR_LFPG_FR_LFMN,PARIS-CHARLES DE GAULLE airport - NICE-COTE D'AZUR airport,559343
FR_LFPG_FR_LFMT,PARIS-CHARLES DE GAULLE airport - MONTPELLIER MEDITERRANEE airport,213222
FR_LFPG_FR_LFRB,PARIS-CHARLES DE GAULLE airport - BREST-BRETAGNE airport,131863
FR_LFPG_FR_LFRN,PARIS-CHARLES DE GAULLE airport - RENNES SAINT JACQUES airport,73822
FR_LFPG_FR_LFRS,PARIS-CHARLES DE GAULLE airport - NANTES ATLANTIQUE airport,222748
FR_LFPG_GA_FOOL,PARIS-CHARLES DE GAULLE airport - LIBREVILLE/LEON M'BA airport,64542
FR_LFPG_GN_GUCY,PARIS-CHARLES DE GAULLE airport - CONAKRY/GBESSIA airport,49381
FR_LFPG_HK_VHHH,PARIS-CHARLES DE GAULLE airport - HONG KONG/INTERNATIONAL airport,246770
FR_LFPG_HR_LDZA,PARIS-CHARLES DE GAULLE airport - ZAGREB/FRANJO TUDJMAN airport,85051
FR_LFPG_HU_LHBP,PARIS-CHARLES DE GAULLE airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,237451
FR_LFPG_IE_EICK,PARIS-CHARLES DE GAULLE airport - CORK airport,67411
FR_LFPG_IE_EIDW,PARIS-CHARLES DE GAULLE airport - DUBLIN airport,376999
FR_LFPG_IL_LLBG,PARIS-CHARLES DE GAULLE airport - TEL-AVIV/BEN GURION airport,419807
FR_LFPG_IN_VABB,PARIS-CHARLES DE GAULLE airport - MUMBAI airport,109052
FR_LFPG_IN_VIDP,PARIS-CHARLES DE GAULLE airport - DELHI (IGI) airport,161039
FR_LFPG_IN_VOBL,"PARIS-CHARLES DE GAULLE airport - BANGALORE INTERNATIONAL airport, DEVENAHALLI, BANGALORE airport",78049
FR_LFPG_IS_BIKF,PARIS-CHARLES DE GAULLE airport - KEFLAVIK airport,143256
FR_LFPG_IT_LICC,PARIS-CHARLES DE GAULLE airport - CATANIA/FONTANAROSSA airport,79033
FR_LFPG_IT_LIMC,PARIS-CHARLES DE GAULLE airport - MILANO/MALPENSA airport,542094
FR_LFPG_IT_LIMF,PARIS-CHARLES DE GAULLE airport - TORINO/CASELLE airport,86815
FR_LFPG_IT_LIMJ,PARIS-CHARLES DE GAULLE airport - GENOVA/SESTRI airport,43611
FR_LFPG_IT_LIML,PARIS-CHARLES DE GAULLE airport - MILANO/LINATE airport,206234
FR_LFPG_IT_LIPE,PARIS-CHARLES DE GAULLE airport - BOLOGNA/BORGO PANIGALE airport,147376
FR_LFPG_IT_LIPZ,PARIS-CHARLES DE GAULLE airport - VENEZIA/TESSERA airport,405573
FR_LFPG_IT_LIRF,PARIS-CHARLES DE GAULLE airport - ROMA/FIUMICINO airport,650661
FR_LFPG_IT_LIRN,PARIS-CHARLES DE GAULLE airport - NAPOLI/CAPODICHINO airport,97113
FR_LFPG_IT_LIRQ,PARIS-CHARLES DE GAULLE airport - FIRENZE/PERETOLA airport,225373
FR_LFPG_JO_OJAI,PARIS-CHARLES DE GAULLE airport - AMMAN/QUEEN ALIA airport,85903
FR_LFPG_JP_RJAA,PARIS-CHARLES DE GAULLE airport - NARITA INTL airport,136971
FR_LFPG_JP_RJBB,PARIS-CHARLES DE GAULLE airport - KANSAI INTL airport,84509
FR_LFPG_JP_RJTT,PARIS-CHARLES DE GAULLE airport - TOKYO INTL airport,347338
FR_LFPG_KE_HKJK,PARIS-CHARLES DE GAULLE airport - NAIROBI/JOMO KENYATTA INTL. TWR/APP/NOF/MET/CIVIL AIRLINES airport,130890
FR_LFPG_KR_RKSI,PARIS-CHARLES DE GAULLE airport - INCHEON INTL airport,345880
FR_LFPG_KW_OKBK,PARIS-CHARLES DE GAULLE airport - KUWAIT/INTL airport,44134
FR_LFPG_LB_OLBA,PARIS-CHARLES DE GAULLE airport - BEIRUT/BEIRUT INTL airport,256972
FR_LFPG_LU_ELLX,PARIS-CHARLES DE GAULLE airport - LUXEMBOURG airport,74157
FR_LFPG_LV_EVRA,PARIS-CHARLES DE GAULLE airport - RIGA airport,72846
FR_LFPG_MA_GMME,PARIS-CHARLES DE GAULLE airport - RABAT/SALE airport,119636
FR_LFPG_MA_GMMN,PARIS-CHARLES DE GAULLE airport - CASABLANCA/MOHAMMED V airport,280447
FR_LFPG_MA_GMMX,PARIS-CHARLES DE GAULLE airport - MARRAKECH/MENARA airport,155041
FR_LFPG_MG_FMMI,PARIS-CHARLES DE GAULLE airport - ANTANANARIVO/IVATO airport,108976
FR_LFPG_ML_GABS,PARIS-CHARLES DE GAULLE airport - BAMAKO/SENOU airport,73546
FR_LFPG_MT_LMML,PARIS-CHARLES DE GAULLE airport - LUQA airport,52810
FR_LFPG_MU_FIMP,PARIS-CHARLES DE GAULLE airport - SIR SEEWOOSAGUR RAMGOOLAM INTERNATIONAL airport,223699
FR_LFPG_MX_MMMX,PARIS-CHARLES DE GAULLE airport - MEXICO airport,282910
FR_LFPG_MX_MMUN,PARIS-CHARLES DE GAULLE airport - CANCUN airport,101569
FR_LFPG_NG_DNMM,PARIS-CHARLES DE GAULLE airport - LAGOS/MURTALA MUHAMMED airport,66224
FR_LFPG_NL_EHAM,PARIS-CHARLES DE GAULLE airport - AMSTERDAM/SCHIPHOL airport,622768
FR_LFPG_NO_ENBR,PARIS-CHARLES DE GAULLE airport - BERGEN/FLESLAND airport,44006
FR_LFPG_NO_ENGM,PARIS-CHARLES DE GAULLE airport - OSLO/GARDERMOEN airport,258221
FR_LFPG_OM_OOMS,PARIS-CHARLES DE GAULLE airport - MUSCAT/MUSCAT INTL airport,85090
FR_LFPG_PA_MPTO,PARIS-CHARLES DE GAULLE airport - PANAMA/TOCUMEN airport,84613
FR_LFPG_PE_SPJC,PARIS-CHARLES DE GAULLE airport - LIMA-CALLAO/INTL. JORGE CHAVEZ airport,104244
FR_LFPG_PF_NTAA,PARIS-CHARLES DE GAULLE airport - TAHITI FAAA airport,52453
FR_LFPG_PL_EPKK,PARIS-CHARLES DE GAULLE airport - KRAKOW/BALICE airport,68935
FR_LFPG_PL_EPWA,PARIS-CHARLES DE GAULLE airport - WARSZAWA/CHOPINA airport,276800
FR_LFPG_PT_LPPR,PARIS-CHARLES DE GAULLE airport - PORTO airport,157366
FR_LFPG_PT_LPPT,PARIS-CHARLES DE GAULLE airport - LISBOA airport,345221
FR_LFPG_QA_OTHH,PARIS-CHARLES DE GAULLE airport - HAMAD INTERNATIONAL airport,365134
FR_LFPG_RO_LROP,PARIS-CHARLES DE GAULLE airport - BUCURESTI/HENRI COANDA airport,256568
FR_LFPG_RS_LYBE,PARIS-CHARLES DE GAULLE airport - BEOGRAD/NIKOLA TESLA airport,110649
FR_LFPG_RU_ULLI,PARIS-CHARLES DE GAULLE airport - SANKT-PETERBURG/PULKOVO airport,119251
FR_LFPG_RU_UUEE,PARIS-CHARLES DE GAULLE airport - MOSCOW/SHEREMETYEVO airport,412037
FR_LFPG_SA_OEJN,PARIS-CHARLES DE GAULLE airport - JEDDAH/KING ABDULAZIZ INTERNATIONAL airport,70155
FR_LFPG_SA_OERK,PARIS-CHARLES DE GAULLE airport - RIYADH/KING KHALED INTERNATIONAL airport,64862
FR_LFPG_SE_ESGG,PARIS-CHARLES DE GAULLE airport - GOTEBORG/LANDVETTER airport,72125
FR_LFPG_SE_ESSA,PARIS-CHARLES DE GAULLE airport - STOCKHOLM/ARLANDA airport,332031
FR_LFPG_SG_WSSS,PARIS-CHARLES DE GAULLE airport - SINGAPORE/CHANGI airport,214180
FR_LFPG_SI_LJLJ,PARIS-CHARLES DE GAULLE airport - LJUBLJANA/BRNIK airport,52306
FR_LFPG_SN_GOBD,PARIS-CHARLES DE GAULLE airport - BLAISE DIAGNE DE DIASS INTERNATIONAL airport,215062
FR_LFPG_TG_DXXX,PARIS-CHARLES DE GAULLE airport - LOME/GNASSINGBE EYADEMA airport,47285
FR_LFPG_TH_VTBS,PARIS-CHARLES DE GAULLE airport - BANGKOK/SUVARNABHUMI INTL airport,233796
FR_LFPG_TN_DTMB,PARIS-CHARLES DE GAULLE airport - MONASTIR/HABIB BOURGUIBA airport,51968
FR_LFPG_TN_DTTA,PARIS-CHARLES DE GAULLE airport - TUNIS/CARTHAGE airport,245315
FR_LFPG_TN_DTTJ,PARIS-CHARLES DE GAULLE airport - DJERBA/ZARZIS airport,100112
FR_LFPG_TR_LT99,PARIS-CHARLES DE GAULLE airport - Unknown airport - TURKEY,75355
FR_LFPG_TR_LTBA,PARIS-CHARLES DE GAULLE airport - ISTANBUL/ATATURK airport,117956
FR_LFPG_TR_LTFJ,PARIS-CHARLES DE GAULLE airport - ISTANBUL/SABIHA GOKCEN airport,42922
FR_LFPG_TR_LTFM,PARIS-CHARLES DE GAULLE airport - ISTANBUL/ISTANBUL HAVALIMANI airport,369935
FR_LFPG_TW_RCTP,PARIS-CHARLES DE GAULLE airport - TAIBEI CITY/TAIBEI INTL AP airport,132292
FR_LFPG_UA_UKBB,PARIS-CHARLES DE GAULLE airport - KYIV/BORYSPIL airport,179632
FR_LFPG_UK_EGAA,PARIS-CHARLES DE GAULLE airport - BELFAST/ALDERGROVE airport,44292
FR_LFPG_UK_EGBB,PARIS-CHARLES DE GAULLE airport - BIRMINGHAM airport,201927
FR_LFPG_UK_EGCC,PARIS-CHARLES DE GAULLE airport - MANCHESTER airport,343993
FR_LFPG_UK_EGGD,PARIS-CHARLES DE GAULLE airport - BRISTOL airport,84929
FR_LFPG_UK_EGGP,PARIS-CHARLES DE GAULLE airport - LIVERPOOL airport,43988
FR_LFPG_UK_EGGW,PARIS-CHARLES DE GAULLE airport - LONDON LUTON airport,142496
FR_LFPG_UK_EGHI,PARIS-CHARLES DE GAULLE airport - SOUTHAMPTON airport,38220
FR_LFPG_UK_EGKK,PARIS-CHARLES DE GAULLE airport - LONDON GATWICK airport,289266
FR_LFPG_UK_EGLL,PARIS-CHARLES DE GAULLE airport - LONDON HEATHROW airport,632390
FR_LFPG_UK_EGNT,PARIS-CHARLES DE GAULLE airport - NEWCASTLE airport,84585
FR_LFPG_UK_EGPD,PARIS-CHARLES DE GAULLE airport - ABERDEEN/DYCE airport,45569
FR_LFPG_UK_EGPF,PARIS-CHARLES DE GAULLE airport - GLASGOW airport,63913
FR_LFPG_UK_EGPH,PARIS-CHARLES DE GAULLE airport - EDINBURGH airport,180560
FR_LFPG_UK_EGTE,PARIS-CHARLES DE GAULLE airport - EXETER airport,38408
FR_LFPG_US_KATL,"PARIS-CHARLES DE GAULLE airport - HARTSFIELD - JACKSON ATLANTA INTERNATIONAL, GA. airport",421218
FR_LFPG_US_KBOS,"PARIS-CHARLES DE GAULLE airport - BOSTON/GENERAL EDWARD LAWRENCE LOGAN INTERNATIONAL, MA. airport",219519
FR_LFPG_US_KCLT,"PARIS-CHARLES DE GAULLE airport - CHARLOTTE/DOUGLAS INTERNATIONAL, NC. airport",44769
FR_LFPG_US_KCVG,"PARIS-CHARLES DE GAULLE airport - COVINGTON-CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL, KY. airport",56231
FR_LFPG_US_KDFW,"PARIS-CHARLES DE GAULLE airport - DALLAS-FORT WORTH INTERNATIONAL, TX. airport",133409
FR_LFPG_US_KDTW,"PARIS-CHARLES DE GAULLE airport - DETROIT METROPOLITAN WAYNE COUNTY, MI. airport",195308
FR_LFPG_US_KEWR,"PARIS-CHARLES DE GAULLE airport - NEWARK LIBERTY INTERNATIONAL, NJ. airport",153434
FR_LFPG_US_KFLL,"PARIS-CHARLES DE GAULLE airport - FORT LAUDERDALE/HOLLYWOOD INTERNATIONAL, FL. airport",44595
FR_LFPG_US_KIAD,"PARIS-CHARLES DE GAULLE airport - WASHINGTON DULLES INTERNATIONAL, DC. airport",251864
FR_LFPG_US_KIAH,"PARIS-CHARLES DE GAULLE airport - GEORGE BUSH INTERCONTINENTAL/HOUSTON, TX. airport",77055
FR_LFPG_US_KIND,"PARIS-CHARLES DE GAULLE airport - INDIANAPOLIS INTERNATIONAL, IN. airport",45404
FR_LFPG_US_KJFK,"PARIS-CHARLES DE GAULLE airport - NEW YORK/JOHN F. KENNEDY INTERNATIONAL, NY. airport",815385
FR_LFPG_US_KLAX,"PARIS-CHARLES DE GAULLE airport - LOS ANGELES INTERNATIONAL, CA. airport",479786
FR_LFPG_US_KMIA,"PARIS-CHARLES DE GAULLE airport - MIAMI INTERNATIONAL, FL. airport",239794
FR_LFPG_US_KMSP,"PARIS-CHARLES DE GAULLE airport - MINNEAPOLIS-ST. PAUL INTERNATIONAL (WOLD CHAMBERLAIN), MN. airport",120854
FR_LFPG_US_KOAK,"PARIS-CHARLES DE GAULLE airport - METROPOLITAN OAKLAND INTERNATIONAL, CA. airport",42432
FR_LFPG_US_KORD,"PARIS-CHARLES DE GAULLE airport - CHICAGO - O'HARE INTERNATIONAL, IL. airport",184944
FR_LFPG_US_KPHL,"PARIS-CHARLES DE GAULLE airport - PHILADELPHIA INTERNATIONAL, PA. airport",68655
FR_LFPG_US_KRDU,"PARIS-CHARLES DE GAULLE airport - RALEIGH-DURHAM INTERNATIONAL, NC. airport",57979
FR_LFPG_US_KSEA,"PARIS-CHARLES DE GAULLE airport - SEATTLE/SEATTLE-TACOMA INTERNATIONAL, WA. airport",116488
FR_LFPG_US_KSFO,"PARIS-CHARLES DE GAULLE airport - SAN FRANCISCO/INTL,CA. airport",276688
FR_LFPG_US_KSLC,"PARIS-CHARLES DE GAULLE airport - SALT LAKE CITY INTERNATIONAL, UT. airport",65226
FR_LFPG_VE_SVMI,"PARIS-CHARLES DE GAULLE airport - MAIQUETIA, INTL, SIMON BOLIVAR, VARGAS airport",35543
FR_LFPG_VN_VVNB,PARIS-CHARLES DE GAULLE airport - HA NOI/NOI BAI airport,95113
FR_LFPG_VN_VVTS,PARIS-CHARLES DE GAULLE airport - HO CHI MINH/TAN SON NHAT airport,87617
FR_LFPG_ZA_FACT,PARIS-CHARLES DE GAULLE airport - CAPE TOWN (CAPE TOWN INTERNATIONAL airport) airport,40306
FR_LFPG_ZA_FAOR,PARIS-CHARLES DE GAULLE airport - OLIFANTS RIVER BRIDGE airport,127072
FR_LFPO_CA_CYUL,"PARIS-ORLY airport - MONTREAL/PIERRE ELLIOT TRUDEAU INTL, QC airport",74872
FR_LFPO_CH_LSGG,PARIS-ORLY airport - GENEVA airport,165710
FR_LFPO_CI_DIAP,PARIS-ORLY airport - ABIDJAN/FELIX HOUPHOUET BOIGNY airport,64653
FR_LFPO_CU_MUHA,PARIS-ORLY airport - LA HABANA/JOSE MARTI INTL. airport,36458
FR_LFPO_CZ_LKPR,PARIS-ORLY airport - PRAHA/RUZYNE airport,76195
FR_LFPO_DE_EDDT,PARIS-ORLY airport - BERLIN-TEGEL airport,156377
FR_LFPO_DK_EKCH,PARIS-ORLY airport - KOBENHAVN/KASTRUP airport,52328
FR_LFPO_DO_MDPC,PARIS-ORLY airport - PUNTA CANA INTL. airport,40830
FR_LFPO_DZ_DAAE,PARIS-ORLY airport - BEJAIA/SOUMMAM-ABANE RAMDANE airport,67398
FR_LFPO_DZ_DAAG,PARIS-ORLY airport - ALGER/HOUARI BOUMEDIENE airport,322271
FR_LFPO_DZ_DAON,PARIS-ORLY airport - TLEMCEN/ZENATA-MESSALI EL HADJ airport,40466
FR_LFPO_DZ_DAOO,PARIS-ORLY airport - ORAN/AHMED BENBELLA airport,89022
FR_LFPO_EL_LGAV,PARIS-ORLY airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,111136
FR_LFPO_EL_LGIR,PARIS-ORLY airport - IRAKLION/NIKOS KAZANTZAKIS airport,79421
FR_LFPO_EL_LGMK,PARIS-ORLY airport - MIKONOS airport,41090
