ranking,type,route_code,passengers,route_name,origin_airport_code,origin_airport_country,origin_airport_icao,origin_airport_name,destination_airport_code,destination_airport_country,destination_airport_icao,destination_airport_name
707,international,DE_EDDF_FR_LFBO,272316,FRANKFURT/MAIN airport - TOULOUSE/BLAGNAC airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport
708,international,FI_EFHK_IT_LIRF,272203,HELSINKI/VANTAA airport - ROMA/FIUMICINO airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
709,international,ES_LEMD_FR_LFLL,272148,ADOLFO SUAREZ MADRID-BARAJAS airport - LYON SAINT-EXUPERY airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,FR_LFLL,FR,LFLL,LYON SAINT-EXUPERY airport
710,domestic,ES_LEMD_ES_LEXJ,271707,ADOLFO SUAREZ MADRID-BARAJAS airport - SEVE BALLESTEROS-SEVE BALLESTEROS-SANTANDER airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,ES_LEXJ,ES,LEXJ,SEVE BALLESTEROS-SEVE BALLESTEROS-SANTANDER airport
711,international,DE_EDDM_EL_LGTS,271092,MUENCHEN airport - THESSALONIKI/MAKEDONIA airport,DE_EDDM,DE,EDDM,MUENCHEN airport,EL_LGTS,EL,LGTS,THESSALONIKI/MAKEDONIA airport
712,international,BE_EBCI_RO_LROP,270861,CHARLEROI/BRUSSELS SOUTH airport - BUCURESTI/HENRI COANDA airport,BE_EBCI,BE,EBCI,CHARLEROI/BRUSSELS SOUTH airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
713,domestic,FR_LFBD_FR_LFMN,270622,BORDEAUX-MERIGNAC airport - NICE-COTE D'AZUR airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport
714,international,IT_LIRQ_NL_EHAM,270616,FIRENZE/PERETOLA airport - AMSTERDAM/SCHIPHOL airport,IT_LIRQ,IT,LIRQ,FIRENZE/PERETOLA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
715,international,BE_EBBR_ES_GCTS,270576,BRUSSELS airport - TENERIFE SUR/REINA SOFIA airport,BE_EBBR,BE,EBBR,BRUSSELS airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport
716,domestic,UK_EGAC_UK_EGBB,269690,BELFAST/CITY airport - BIRMINGHAM airport,UK_EGAC,UK,EGAC,BELFAST/CITY airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
717,domestic,IT_LIMF_IT_LIRN,269689,TORINO/CASELLE airport - NAPOLI/CAPODICHINO airport,IT_LIMF,IT,LIMF,TORINO/CASELLE airport,IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport"
718,international,DE_EDDN_ES_LEPA,269464,NUERNBERG airport - PALMA DE MALLORCA airport,DE_EDDN,DE,EDDN,NUERNBERG airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
719,international,ES_LEAL_IE_EIDW,269062,ALICANTE airport - DUBLIN airport,ES_LEAL,ES,LEAL,ALICANTE airport,IE_EIDW,IE,EIDW,DUBLIN airport
720,international,ES_LEMG_UK_EGGP,268778,MALAGA/COSTA DEL SOL airport - LIVERPOOL airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,UK_EGGP,UK,EGGP,LIVERPOOL airport
721,international,EL_LGIR_UK_EGKK,268769,IRAKLION/NIKOS KAZANTZAKIS airport - LONDON GATWICK airport,EL_LGIR,EL,LGIR,IRAKLION/NIKOS KAZANTZAKIS airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
722,international,IT_LIRF_PL_EPWA,268759,ROMA/FIUMICINO airport - WARSZAWA/CHOPINA airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
723,domestic,UK_EGAA_UK_EGNT,268575,BELFAST/ALDERGROVE airport - NEWCASTLE airport,UK_EGAA,UK,EGAA,BELFAST/ALDERGROVE airport,UK_EGNT,UK,EGNT,NEWCASTLE airport
724,international,FR_LFBO_UK_EGLL,268015,TOULOUSE/BLAGNAC airport - LONDON HEATHROW airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
725,international,IE_EINN_UK_EGLL,267964,SHANNON airport - LONDON HEATHROW airport,IE_EINN,IE,EINN,SHANNON airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
726,international,DE_EDDF_UK_EGLC,267424,FRANKFURT/MAIN airport - LONDON/CITY airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,UK_EGLC,UK,EGLC,LONDON/CITY airport
727,international,RO_LROP_UK_EGLL,267250,BUCURESTI/HENRI COANDA airport - LONDON HEATHROW airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
728,domestic,FR_LFPG_FR_LFRB,267203,PARIS-CHARLES DE GAULLE airport - BREST-BRETAGNE airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,FR_LFRB,FR,LFRB,BREST-BRETAGNE airport
729,international,ES_LEAL_UK_EGGP,267097,ALICANTE airport - LIVERPOOL airport,ES_LEAL,ES,LEAL,ALICANTE airport,UK_EGGP,UK,EGGP,LIVERPOOL airport
730,international,DE_EDDL_ES_GCFV,266449,DUESSELDORF airport - FUERTEVENTURA airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,ES_GCFV,ES,GCFV,FUERTEVENTURA airport
731,international,NL_EHAM_UK_EGNM,266176,AMSTERDAM/SCHIPHOL airport - LEEDS BRADFORD airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,UK_EGNM,UK,EGNM,LEEDS BRADFORD airport
732,domestic,FR_LFBZ_FR_LFPG,266109,BIARRITZ-BAYONNE-ANGLET airport - PARIS-CHARLES DE GAULLE airport,FR_LFBZ,FR,LFBZ,BIARRITZ-BAYONNE-ANGLET airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport
733,domestic,UK_EGBB_UK_EGPH,265980,BIRMINGHAM airport - EDINBURGH airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport,UK_EGPH,UK,EGPH,EDINBURGH airport
734,domestic,IT_LIPQ_IT_LIRF,265958,TRIESTE/RONCHI DEI LEGIONARI airport - ROMA/FIUMICINO airport,IT_LIPQ,IT,LIPQ,TRIESTE/RONCHI DEI LEGIONARI airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
735,international,CZ_LKPR_UK_EGKK,265909,PRAHA/RUZYNE airport - LONDON GATWICK airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
736,international,AT_LOWW_SE_ESSA,265511,WIEN-SCHWECHAT airport - STOCKHOLM/ARLANDA airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
737,international,IT_LIPE_UK_EGSS,265065,BOLOGNA/BORGO PANIGALE airport - LONDON STANSTED airport,IT_LIPE,IT,LIPE,BOLOGNA/BORGO PANIGALE airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
738,international,DK_EKCH_IE_EIDW,264916,KOBENHAVN/KASTRUP airport - DUBLIN airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,IE_EIDW,IE,EIDW,DUBLIN airport
739,domestic,SE_ESNS_SE_ESSA,264884,SKELLEFTEA airport - STOCKHOLM/ARLANDA airport,SE_ESNS,SE,ESNS,SKELLEFTEA airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
740,domestic,RO_LRIA_RO_LROP,264876,IASI airport - BUCURESTI/HENRI COANDA airport,RO_LRIA,RO,LRIA,IASI airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
741,domestic,IT_LIRF_IT_LIRQ,264872,ROMA/FIUMICINO airport - FIRENZE/PERETOLA airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport,IT_LIRQ,IT,LIRQ,FIRENZE/PERETOLA airport
742,international,ES_LEMG_UK_EGNT,264731,MALAGA/COSTA DEL SOL airport - NEWCASTLE airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,UK_EGNT,UK,EGNT,NEWCASTLE airport
743,domestic,DE_EDDF_DE_EDDP,264444,FRANKFURT/MAIN airport - LEIPZIG/HALLE airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,DE_EDDP,DE,EDDP,LEIPZIG/HALLE airport
744,international,CH_LSZH_CZ_LKPR,263821,ZURICH airport - PRAHA/RUZYNE airport,CH_LSZH,CH,LSZH,ZURICH airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport
745,international,DE_EDDM_PL_EPKK,263542,MUENCHEN airport - KRAKOW/BALICE airport,DE_EDDM,DE,EDDM,MUENCHEN airport,PL_EPKK,PL,EPKK,KRAKOW/BALICE airport
746,international,IT_LIRN_NL_EHAM,263217,"NAPOLI/CAPODICHINO airport - AMSTERDAM/SCHIPHOL airport",IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport",NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
747,international,CH_LSGG_DE_EDDM,262307,GENEVA airport - MUENCHEN airport,CH_LSGG,CH,LSGG,GENEVA airport,DE_EDDM,DE,EDDM,MUENCHEN airport
748,international,PT_LPMA_UK_EGKK,262088,MADEIRA airport - LONDON GATWICK airport,PT_LPMA,PT,LPMA,MADEIRA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
749,international,DE_EDDF_RS_LYBE,261535,FRANKFURT/MAIN airport - BEOGRAD/NIKOLA TESLA airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,RS_LYBE,RS,LYBE,BEOGRAD/NIKOLA TESLA airport
750,international,ES_GCRR_UK_EGBB,261186,LANZAROTE airport - BIRMINGHAM airport,ES_GCRR,ES,GCRR,LANZAROTE airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
751,international,LV_EVRA_UK_EGSS,260727,RIGA airport - LONDON STANSTED airport,LV_EVRA,LV,EVRA,RIGA airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
752,international,IE_EIDW_IT_LIRA,260704,DUBLIN airport - ROMA/CIAMPINO airport,IE_EIDW,IE,EIDW,DUBLIN airport,IT_LIRA,IT,LIRA,ROMA/CIAMPINO airport
753,international,LV_EVRA_SE_ESSA,260554,RIGA airport - STOCKHOLM/ARLANDA airport,LV_EVRA,LV,EVRA,RIGA airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
754,international,BE_EBBR_FR_LFLL,260520,BRUSSELS airport - LYON SAINT-EXUPERY airport,BE_EBBR,BE,EBBR,BRUSSELS airport,FR_LFLL,FR,LFLL,LYON SAINT-EXUPERY airport
755,domestic,PT_LPLA_PT_LPPT,260455,LAJES airport - LISBOA airport,PT_LPLA,PT,LPLA,LAJES airport,PT_LPPT,PT,LPPT,LISBOA airport
756,international,ES_GCLP_UK_EGKK,260314,GRAN CANARIA airport - LONDON GATWICK airport,ES_GCLP,ES,GCLP,GRAN CANARIA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
757,domestic,FR_LFKB_FR_LFML,260000,BASTIA-PORETTA airport - MARSEILLE-PROVENCE airport,FR_LFKB,FR,LFKB,BASTIA-PORETTA airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport
758,domestic,SE_ESNQ_SE_ESSA,259896,KIRUNA airport - STOCKHOLM/ARLANDA airport,SE_ESNQ,SE,ESNQ,KIRUNA airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
759,domestic,BG_LBSF_BG_LBWN,259666,SOFIA airport - VARNA airport,BG_LBSF,BG,LBSF,SOFIA airport,BG_LBWN,BG,LBWN,VARNA airport
760,international,DE_EDDM_FR_LFBO,259374,MUENCHEN airport - TOULOUSE/BLAGNAC airport,DE_EDDM,DE,EDDM,MUENCHEN airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport
761,domestic,ES_GCXO_ES_LEZL,259368,TENERIFE NORTE airport - SEVILLA airport,ES_GCXO,ES,GCXO,TENERIFE NORTE airport,ES_LEZL,ES,LEZL,SEVILLA airport
762,domestic,IT_LICC_IT_LIRN,258966,CATANIA/FONTANAROSSA airport - NAPOLI/CAPODICHINO airport,IT_LICC,IT,LICC,CATANIA/FONTANAROSSA airport,IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport"
763,international,BG_LBSF_DE_EDDM,258896,SOFIA airport - MUENCHEN airport,BG_LBSF,BG,LBSF,SOFIA airport,DE_EDDM,DE,EDDM,MUENCHEN airport
764,domestic,UK_EGKK_UK_EGPE,258386,LONDON GATWICK airport - INVERNESS airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport,UK_EGPE,UK,EGPE,INVERNESS airport
765,international,CY_LCLK_UK_EGGW,258383,LARNAKA/INTL airport - LONDON LUTON airport,CY_LCLK,CY,LCLK,LARNAKA/INTL airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
766,international,CZ_LKPR_DE_EDDL,258335,PRAHA/RUZYNE airport - DUESSELDORF airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,DE_EDDL,DE,EDDL,DUESSELDORF airport
767,domestic,UK_EGAA_UK_EGBB,258228,BELFAST/ALDERGROVE airport - BIRMINGHAM airport,UK_EGAA,UK,EGAA,BELFAST/ALDERGROVE airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
768,international,RO_LROP_UK_EGSS,258006,BUCURESTI/HENRI COANDA airport - LONDON STANSTED airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
769,international,HU_LHBP_IE_EIDW,257882,BUDAPEST/LISZT FERENC INTERNATIONAL airport - DUBLIN airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport,IE_EIDW,IE,EIDW,DUBLIN airport
770,international,DE_EDDM_FR_LFMN,257856,MUENCHEN airport - NICE-COTE D'AZUR airport,DE_EDDM,DE,EDDM,MUENCHEN airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport
771,international,IT_LIRA_PT_LPPT,257365,ROMA/CIAMPINO airport - LISBOA airport,IT_LIRA,IT,LIRA,ROMA/CIAMPINO airport,PT_LPPT,PT,LPPT,LISBOA airport
772,international,IS_BIKF_UK_EGGW,257204,KEFLAVIK airport - LONDON LUTON airport,IS_BIKF,IS,BIKF,KEFLAVIK airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
773,international,CH_LSZH_DE_EDDK,256694,ZURICH airport - KOELN/BONN airport,CH_LSZH,CH,LSZH,ZURICH airport,DE_EDDK,DE,EDDK,KOELN/BONN airport
774,international,ES_LEBL_NO_ENGM,256550,BARCELONA/EL PRAT airport - OSLO/GARDERMOEN airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
775,international,DE_EDDL_NL_EHAM,256448,DUESSELDORF airport - AMSTERDAM/SCHIPHOL airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
776,international,DE_EDDM_UK_EGKK,256083,MUENCHEN airport - LONDON GATWICK airport,DE_EDDM,DE,EDDM,MUENCHEN airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
777,international,FR_LFBO_NL_EHAM,256020,TOULOUSE/BLAGNAC airport - AMSTERDAM/SCHIPHOL airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
778,international,DE_EDDF_IS_BIKF,255934,FRANKFURT/MAIN airport - KEFLAVIK airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,IS_BIKF,IS,BIKF,KEFLAVIK airport
779,domestic,ES_LEBB_ES_LEMG,255675,BILBAO airport - MALAGA/COSTA DEL SOL airport,ES_LEBB,ES,LEBB,BILBAO airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport
780,domestic,ES_GEML_ES_LEMG,255424,MELILLA airport - MALAGA/COSTA DEL SOL airport,ES_GEML,ES,GEML,MELILLA airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport
781,international,FR_LFLL_PT_LPPR,255111,LYON SAINT-EXUPERY airport - PORTO airport,FR_LFLL,FR,LFLL,LYON SAINT-EXUPERY airport,PT_LPPR,PT,LPPR,PORTO airport
782,international,IT_LIPZ_UK_EGSS,255013,VENEZIA/TESSERA airport - LONDON STANSTED airport,IT_LIPZ,IT,LIPZ,VENEZIA/TESSERA airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
783,international,DE_EDDF_UK_EGSS,254531,FRANKFURT/MAIN airport - LONDON STANSTED airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
784,international,DE_EDDL_IT_LIMC,254125,DUESSELDORF airport - MILANO/MALPENSA airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
785,international,PT_LPFR_UK_EGNX,254118,FARO airport - EAST MIDLANDS airport,PT_LPFR,PT,LPFR,FARO airport,UK_EGNX,UK,EGNX,EAST MIDLANDS airport
786,domestic,UK_EGLC_UK_EGPF,253994,LONDON/CITY airport - GLASGOW airport,UK_EGLC,UK,EGLC,LONDON/CITY airport,UK_EGPF,UK,EGPF,GLASGOW airport
787,international,PL_EPKK_UK_EGGW,253837,KRAKOW/BALICE airport - LONDON LUTON airport,PL_EPKK,PL,EPKK,KRAKOW/BALICE airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
788,international,ES_LEAL_FR_LFPO,253542,ALICANTE airport - PARIS-ORLY airport,ES_LEAL,ES,LEAL,ALICANTE airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
789,domestic,IT_LICJ_IT_LIML,253478,PALERMO/PUNTA RAISI airport - MILANO/LINATE airport,IT_LICJ,IT,LICJ,PALERMO/PUNTA RAISI airport,IT_LIML,IT,LIML,MILANO/LINATE airport
790,international,DE_EDDF_LV_EVRA,253382,FRANKFURT/MAIN airport - RIGA airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,LV_EVRA,LV,EVRA,RIGA airport
791,domestic,FR_LFKJ_FR_LFML,253250,AJACCIO-NAPOLEON-BONAPARTE airport - MARSEILLE-PROVENCE airport,FR_LFKJ,FR,LFKJ,AJACCIO-NAPOLEON-BONAPARTE airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport
792,international,NL_EHAM_PT_LPFR,251085,AMSTERDAM/SCHIPHOL airport - FARO airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,PT_LPFR,PT,LPFR,FARO airport
793,international,ES_GCRR_UK_EGSS,250545,LANZAROTE airport - LONDON STANSTED airport,ES_GCRR,ES,GCRR,LANZAROTE airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
794,international,CH_LFSB_DE_EDDH,250066,BALE-MULHOUSE airport - HAMBURG airport,CH_LFSB,CH,LFSB,BALE-MULHOUSE airport,DE_EDDH,DE,EDDH,HAMBURG airport
795,international,CH_LFSB_HU_LHBP,250013,BALE-MULHOUSE airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,CH_LFSB,CH,LFSB,BALE-MULHOUSE airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
796,domestic,ES_LEMG_ES_LEPA,249783,MALAGA/COSTA DEL SOL airport - PALMA DE MALLORCA airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
797,international,DE_EDDF_FR_LFML,249734,FRANKFURT/MAIN airport - MARSEILLE-PROVENCE airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport
798,domestic,DE_EDDF_DE_EDDN,249465,FRANKFURT/MAIN airport - NUERNBERG airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,DE_EDDN,DE,EDDN,NUERNBERG airport
799,international,DK_EKCH_ES_LEAL,249304,KOBENHAVN/KASTRUP airport - ALICANTE airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,ES_LEAL,ES,LEAL,ALICANTE airport
800,domestic,EL_LGAV_EL_LGKO,248379,ATHINAI/ELEFTHERIOS VENIZELOS airport - KOS/IPPOKRATIS airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,EL_LGKO,EL,LGKO,KOS/IPPOKRATIS airport
801,international,SE_ESGG_UK_EGLL,247368,GOTEBORG/LANDVETTER airport - LONDON HEATHROW airport,SE_ESGG,SE,ESGG,GOTEBORG/LANDVETTER airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
802,international,FR_LFLL_UK_EGKK,246842,LYON SAINT-EXUPERY airport - LONDON GATWICK airport,FR_LFLL,FR,LFLL,LYON SAINT-EXUPERY airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
803,international,DE_EDDB_IT_LIRA,246817,BERLIN-BRANDENBURG airport - ROMA/CIAMPINO airport,DE_EDDB,DE,EDDB,BERLIN-BRANDENBURG airport,IT_LIRA,IT,LIRA,ROMA/CIAMPINO airport
804,domestic,HR_LDDU_HR_LDZA,246808,DUBROVNIK/CILIPI airport - ZAGREB/FRANJO TUDJMAN airport,HR_LDDU,HR,LDDU,DUBROVNIK/CILIPI airport,HR_LDZA,HR,LDZA,ZAGREB/FRANJO TUDJMAN airport
805,international,IT_LIMC_UK_EGSS,246668,MILANO/MALPENSA airport - LONDON STANSTED airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
806,international,CZ_LKPR_PL_EPWA,246398,PRAHA/RUZYNE airport - WARSZAWA/CHOPINA airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
807,international,ES_LEAL_UK_EGAA,246375,ALICANTE airport - BELFAST/ALDERGROVE airport,ES_LEAL,ES,LEAL,ALICANTE airport,UK_EGAA,UK,EGAA,BELFAST/ALDERGROVE airport
808,international,ES_GCTS_IE_EIDW,245834,TENERIFE SUR/REINA SOFIA airport - DUBLIN airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,IE_EIDW,IE,EIDW,DUBLIN airport
809,international,CH_LSZH_ES_LEVC,245683,ZURICH airport - VALENCIA airport,CH_LSZH,CH,LSZH,ZURICH airport,ES_LEVC,ES,LEVC,VALENCIA airport
810,domestic,NO_ENDU_NO_ENGM,245662,BARDUFOSS airport - OSLO/GARDERMOEN airport,NO_ENDU,NO,ENDU,BARDUFOSS airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport
811,domestic,UK_EGGW_UK_EGPF,245492,LONDON LUTON airport - GLASGOW airport,UK_EGGW,UK,EGGW,LONDON LUTON airport,UK_EGPF,UK,EGPF,GLASGOW airport
812,international,FR_LFBD_PT_LPPT,245459,BORDEAUX-MERIGNAC airport - LISBOA airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport,PT_LPPT,PT,LPPT,LISBOA airport
813,international,ES_GCTS_UK_EGPH,245428,TENERIFE SUR/REINA SOFIA airport - EDINBURGH airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,UK_EGPH,UK,EGPH,EDINBURGH airport
814,international,ES_GCFV_UK_EGCC,245274,FUERTEVENTURA airport - MANCHESTER airport,ES_GCFV,ES,GCFV,FUERTEVENTURA airport,UK_EGCC,UK,EGCC,MANCHESTER airport
815,international,CY_LCLK_EL_LGTS,245173,LARNAKA/INTL airport - THESSALONIKI/MAKEDONIA airport,CY_LCLK,CY,LCLK,LARNAKA/INTL airport,EL_LGTS,EL,LGTS,THESSALONIKI/MAKEDONIA airport
816,international,BE_EBBR_UK_EGCC,245030,BRUSSELS airport - MANCHESTER airport,BE_EBBR,BE,EBBR,BRUSSELS airport,UK_EGCC,UK,EGCC,MANCHESTER airport
817,international,ES_LEMD_FR_LFML,245027,ADOLFO SUAREZ MADRID-BARAJAS airport - MARSEILLE-PROVENCE airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport
818,international,EL_LGAV_UK_EGGW,244215,ATHINAI/ELEFTHERIOS VENIZELOS airport - LONDON LUTON airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
819,international,CY_LCLK_UK_EGKK,244077,LARNAKA/INTL airport - LONDON GATWICK airport,CY_LCLK,CY,LCLK,LARNAKA/INTL airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
820,domestic,ES_LEBB_ES_LEPA,243307,BILBAO airport - PALMA DE MALLORCA airport,ES_LEBB,ES,LEBB,BILBAO airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport
821,international,HU_LHBP_IT_LIMC,243221,BUDAPEST/LISZT FERENC INTERNATIONAL airport - MILANO/MALPENSA airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
822,international,DE_EDDM_SE_ESGG,242653,MUENCHEN airport - GOTEBORG/LANDVETTER airport,DE_EDDM,DE,EDDM,MUENCHEN airport,SE_ESGG,SE,ESGG,GOTEBORG/LANDVETTER airport
823,international,ES_LEBB_NL_EHAM,242170,BILBAO airport - AMSTERDAM/SCHIPHOL airport,ES_LEBB,ES,LEBB,BILBAO airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
824,international,IS_BIKF_UK_EGKK,241672,KEFLAVIK airport - LONDON GATWICK airport,IS_BIKF,IS,BIKF,KEFLAVIK airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
825,international,BE_EBCI_IT_LIME,241235,CHARLEROI/BRUSSELS SOUTH airport - BERGAMO/ORIO AL SERIO airport,BE_EBCI,BE,EBCI,CHARLEROI/BRUSSELS SOUTH airport,IT_LIME,IT,LIME,BERGAMO/ORIO AL SERIO airport
826,international,ES_LEPA_UK_EGNM,241171,PALMA DE MALLORCA airport - LEEDS BRADFORD airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,UK_EGNM,UK,EGNM,LEEDS BRADFORD airport
827,international,ES_LEBL_UK_EGBB,240710,BARCELONA/EL PRAT airport - BIRMINGHAM airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport
828,international,DE_EDDB_IT_LIME,240619,BERLIN-BRANDENBURG airport - BERGAMO/ORIO AL SERIO airport,DE_EDDB,DE,EDDB,BERLIN-BRANDENBURG airport,IT_LIME,IT,LIME,BERGAMO/ORIO AL SERIO airport
829,international,ES_LEZL_UK_EGKK,240286,SEVILLA airport - LONDON GATWICK airport,ES_LEZL,ES,LEZL,SEVILLA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
