ranking,type,route_code,passengers,route_name,origin_airport_code,origin_airport_country,origin_airport_icao,origin_airport_name,destination_airport_code,destination_airport_country,destination_airport_icao,destination_airport_name
830,international,EL_LGIR_NL_EHAM,240280,IRAKLION/NIKOS KAZANTZAKIS airport - AMSTERDAM/SCHIPHOL airport,EL_LGIR,EL,LGIR,IRAKLION/NIKOS KAZANTZAKIS airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
831,international,FR_LFRS_PT_LPPT,239930,"NANTES ATLANTIQUE airport - LISBOA airport",FR_LFRS,FR,LFRS,"NANTES ATLANTIQUE airport",PT_LPPT,PT,LPPT,LISBOA airport
832,international,DE_EDDF_ES_GCLP,239890,FRANKFURT/MAIN airport - GRAN CANARIA airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,ES_GCLP,ES,GCLP,GRAN CANARIA airport
833,international,NL_EHAM_UK_EGGP,239764,AMSTERDAM/SCHIPHOL airport - LIVERPOOL airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport,UK_EGGP,UK,EGGP,LIVERPOOL airport
834,international,CH_LSZH_IT_LIPZ,239723,ZURICH airport - VENEZIA/TESSERA airport,CH_LSZH,CH,LSZH,ZURICH airport,IT_LIPZ,IT,LIPZ,VENEZIA/TESSERA airport
835,international,CY_LCPH_UK_EGSS,239342,PAFOS/INTL airport - LONDON STANSTED airport,CY_LCPH,CY,LCPH,PAFOS/INTL airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
836,domestic,IT_LICC_IT_LIRP,239339,CATANIA/FONTANAROSSA airport - PISA/S. GIUSTO airport,IT_LICC,IT,LICC,CATANIA/FONTANAROSSA airport,IT_LIRP,IT,LIRP,PISA/S. GIUSTO airport
837,domestic,FR_LFMP_FR_LFPO,239220,PERPIGNAN RIVESALTES airport - PARIS-ORLY airport,FR_LFMP,FR,LFMP,PERPIGNAN RIVESALTES airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
838,international,ME_LYTV_RS_LYBE,239213,TIVAT airport - BEOGRAD/NIKOLA TESLA airport,ME_LYTV,ME,LYTV,TIVAT airport,RS_LYBE,RS,LYBE,BEOGRAD/NIKOLA TESLA airport
839,international,DE_EDDM_IT_LIPZ,239201,MUENCHEN airport - VENEZIA/TESSERA airport,DE_EDDM,DE,EDDM,MUENCHEN airport,IT_LIPZ,IT,LIPZ,VENEZIA/TESSERA airport
840,international,DE_EDDM_HR_LDZA,238801,MUENCHEN airport - ZAGREB/FRANJO TUDJMAN airport,DE_EDDM,DE,EDDM,MUENCHEN airport,HR_LDZA,HR,LDZA,ZAGREB/FRANJO TUDJMAN airport
841,domestic,ES_GCLP_ES_LEZL,238389,GRAN CANARIA airport - SEVILLA airport,ES_GCLP,ES,GCLP,GRAN CANARIA airport,ES_LEZL,ES,LEZL,SEVILLA airport
842,international,FR_LFBO_PT_LPPT,238228,TOULOUSE/BLAGNAC airport - LISBOA airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport,PT_LPPT,PT,LPPT,LISBOA airport
843,international,ES_LEMH_UK_EGKK,238220,MENORCA airport - LONDON GATWICK airport,ES_LEMH,ES,LEMH,MENORCA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
844,international,MT_LMML_UK_EGCC,237843,LUQA airport - MANCHESTER airport,MT_LMML,MT,LMML,LUQA airport,UK_EGCC,UK,EGCC,MANCHESTER airport
845,international,AT_LOWG_DE_EDDF,237532,GRAZ airport - FRANKFURT/MAIN airport,AT_LOWG,AT,LOWG,GRAZ airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport
846,international,FR_LFML_PT_LPPT,237421,MARSEILLE-PROVENCE airport - LISBOA airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport,PT_LPPT,PT,LPPT,LISBOA airport
847,international,HR_LDDU_UK_EGKK,237342,DUBROVNIK/CILIPI airport - LONDON GATWICK airport,HR_LDDU,HR,LDDU,DUBROVNIK/CILIPI airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
848,domestic,IT_LICJ_IT_LIRN,237276,PALERMO/PUNTA RAISI airport - NAPOLI/CAPODICHINO airport,IT_LICJ,IT,LICJ,PALERMO/PUNTA RAISI airport,IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport"
849,international,FI_EFHK_SE_ESGG,236844,HELSINKI/VANTAA airport - GOTEBORG/LANDVETTER airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,SE_ESGG,SE,ESGG,GOTEBORG/LANDVETTER airport
850,international,NL_EHEH_PT_LPFR,236773,EINDHOVEN airport - FARO airport,NL_EHEH,NL,EHEH,EINDHOVEN airport,PT_LPFR,PT,LPFR,FARO airport
851,international,BG_LBSF_EL_LGAV,236253,SOFIA airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,BG_LBSF,BG,LBSF,SOFIA airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport
852,domestic,EL_LGAL_EL_LGAV,236026,ALEXANDROUPOLIS/DIMOKRITOS airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,EL_LGAL,EL,LGAL,ALEXANDROUPOLIS/DIMOKRITOS airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport
853,international,ES_LEPA_UK_EGGW,235655,PALMA DE MALLORCA airport - LONDON LUTON airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
854,international,DE_EDDM_FR_LFLL,235592,MUENCHEN airport - LYON SAINT-EXUPERY airport,DE_EDDM,DE,EDDM,MUENCHEN airport,FR_LFLL,FR,LFLL,LYON SAINT-EXUPERY airport
855,international,DE_EDDH_PT_LPPT,235480,HAMBURG airport - LISBOA airport,DE_EDDH,DE,EDDH,HAMBURG airport,PT_LPPT,PT,LPPT,LISBOA airport
856,international,CH_LSZH_HU_LHBP,235222,ZURICH airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,CH_LSZH,CH,LSZH,ZURICH airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
857,international,FR_LFLL_IT_LIRF,235159,LYON SAINT-EXUPERY airport - ROMA/FIUMICINO airport,FR_LFLL,FR,LFLL,LYON SAINT-EXUPERY airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
858,international,LT_EYKA_UK_EGGW,235013,KAUNAS INTL airport - LONDON LUTON airport,LT_EYKA,LT,EYKA,KAUNAS INTL airport,UK_EGGW,UK,EGGW,LONDON LUTON airport
859,international,CY_LCLK_UK_EGLL,234666,LARNAKA/INTL airport - LONDON HEATHROW airport,CY_LCLK,CY,LCLK,LARNAKA/INTL airport,UK_EGLL,UK,EGLL,LONDON HEATHROW airport
860,international,DE_EDDF_ES_LEBB,234655,FRANKFURT/MAIN airport - BILBAO airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,ES_LEBB,ES,LEBB,BILBAO airport
861,international,DE_EDDM_EL_LGIR,234525,MUENCHEN airport - IRAKLION/NIKOS KAZANTZAKIS airport,DE_EDDM,DE,EDDM,MUENCHEN airport,EL_LGIR,EL,LGIR,IRAKLION/NIKOS KAZANTZAKIS airport
862,domestic,FR_LFBO_FR_LFQQ,234307,TOULOUSE/BLAGNAC airport - LILLE-LESQUIN airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport,FR_LFQQ,FR,LFQQ,LILLE-LESQUIN airport
863,international,NO_ENGM_PL_EPGD,234103,OSLO/GARDERMOEN airport - GDANSK IM LECHA WALESY airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport,PL_EPGD,PL,EPGD,GDANSK IM LECHA WALESY airport
864,international,DK_EKYT_NL_EHAM,234019,AALBORG airport - AMSTERDAM/SCHIPHOL airport,DK_EKYT,DK,EKYT,AALBORG airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
865,international,DE_EDDL_IE_EIDW,233827,DUESSELDORF airport - DUBLIN airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,IE_EIDW,IE,EIDW,DUBLIN airport
866,domestic,DE_EDDG_DE_EDDM,233718,MUENSTER/OSNABRUECK airport - MUENCHEN airport,DE_EDDG,DE,EDDG,MUENSTER/OSNABRUECK airport,DE_EDDM,DE,EDDM,MUENCHEN airport
867,international,LT_EYVI_PL_EPWA,233666,VILNIUS INTL airport - WARSZAWA/CHOPINA airport,LT_EYVI,LT,EYVI,VILNIUS INTL airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
868,international,ES_LEMD_IT_LIRN,233652,ADOLFO SUAREZ MADRID-BARAJAS airport - NAPOLI/CAPODICHINO airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport"
869,international,DE_EDDF_ES_GCTS,233362,FRANKFURT/MAIN airport - TENERIFE SUR/REINA SOFIA airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport
870,international,ES_LEVC_IT_LIME,233266,VALENCIA airport - BERGAMO/ORIO AL SERIO airport,ES_LEVC,ES,LEVC,VALENCIA airport,IT_LIME,IT,LIME,BERGAMO/ORIO AL SERIO airport
871,international,CZ_LKPR_HU_LHBP,232957,PRAHA/RUZYNE airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
872,international,ES_LEBL_UK_EGGP,232287,BARCELONA/EL PRAT airport - LIVERPOOL airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,UK_EGGP,UK,EGGP,LIVERPOOL airport
873,international,CZ_LKPR_UK_EGCC,232136,PRAHA/RUZYNE airport - MANCHESTER airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,UK_EGCC,UK,EGCC,MANCHESTER airport
874,international,AT_LOWW_UK_EGSS,231600,WIEN-SCHWECHAT airport - LONDON STANSTED airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
875,international,BE_EBBR_FI_EFHK,231507,BRUSSELS airport - HELSINKI/VANTAA airport,BE_EBBR,BE,EBBR,BRUSSELS airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport
876,international,DK_EKCH_HU_LHBP,231448,KOBENHAVN/KASTRUP airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
877,international,ES_GCTS_UK_EGPF,230480,TENERIFE SUR/REINA SOFIA airport - GLASGOW airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,UK_EGPF,UK,EGPF,GLASGOW airport
878,domestic,UK_EGBB_UK_EGPF,230262,BIRMINGHAM airport - GLASGOW airport,UK_EGBB,UK,EGBB,BIRMINGHAM airport,UK_EGPF,UK,EGPF,GLASGOW airport
879,international,DE_EDDF_PT_LPFR,229823,FRANKFURT/MAIN airport - FARO airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,PT_LPFR,PT,LPFR,FARO airport
880,international,BE_EBBR_IT_LIPZ,229729,BRUSSELS airport - VENEZIA/TESSERA airport,BE_EBBR,BE,EBBR,BRUSSELS airport,IT_LIPZ,IT,LIPZ,VENEZIA/TESSERA airport
881,international,LT_EYVI_LV_EVRA,229468,VILNIUS INTL airport - RIGA airport,LT_EYVI,LT,EYVI,VILNIUS INTL airport,LV_EVRA,LV,EVRA,RIGA airport
882,international,BE_EBBR_ES_LEVC,229435,BRUSSELS airport - VALENCIA airport,BE_EBBR,BE,EBBR,BRUSSELS airport,ES_LEVC,ES,LEVC,VALENCIA airport
883,international,FI_EFHK_UK_EGKK,229384,HELSINKI/VANTAA airport - LONDON GATWICK airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
884,international,FI_EFHK_HU_LHBP,229327,HELSINKI/VANTAA airport - BUDAPEST/LISZT FERENC INTERNATIONAL airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,HU_LHBP,HU,LHBP,BUDAPEST/LISZT FERENC INTERNATIONAL airport
885,domestic,IT_LICJ_IT_LIPX,229313,PALERMO/PUNTA RAISI airport - VERONA/VILLAFRANCA airport,IT_LICJ,IT,LICJ,PALERMO/PUNTA RAISI airport,IT_LIPX,IT,LIPX,VERONA/VILLAFRANCA airport
886,international,FR_LFBO_UK_EGKK,229278,TOULOUSE/BLAGNAC airport - LONDON GATWICK airport,FR_LFBO,FR,LFBO,TOULOUSE/BLAGNAC airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
887,international,EL_LGAV_IT_LIRA,228457,ATHINAI/ELEFTHERIOS VENIZELOS airport - ROMA/CIAMPINO airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,IT_LIRA,IT,LIRA,ROMA/CIAMPINO airport
888,international,NO_ENGM_PL_EPWA,228428,OSLO/GARDERMOEN airport - WARSZAWA/CHOPINA airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
889,international,FI_EFHK_IS_BIKF,228358,HELSINKI/VANTAA airport - KEFLAVIK airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,IS_BIKF,IS,BIKF,KEFLAVIK airport
890,international,DE_EDDM_MT_LMML,228240,MUENCHEN airport - LUQA airport,DE_EDDM,DE,EDDM,MUENCHEN airport,MT_LMML,MT,LMML,LUQA airport
891,international,PL_EPWA_RO_LROP,228167,WARSZAWA/CHOPINA airport - BUCURESTI/HENRI COANDA airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
892,international,IT_LIPE_NL_EHAM,227821,BOLOGNA/BORGO PANIGALE airport - AMSTERDAM/SCHIPHOL airport,IT_LIPE,IT,LIPE,BOLOGNA/BORGO PANIGALE airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
893,domestic,FR_LFBD_FR_LFQQ,227815,BORDEAUX-MERIGNAC airport - LILLE-LESQUIN airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport,FR_LFQQ,FR,LFQQ,LILLE-LESQUIN airport
894,international,ES_GCTS_UK_EGNT,227785,TENERIFE SUR/REINA SOFIA airport - NEWCASTLE airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,UK_EGNT,UK,EGNT,NEWCASTLE airport
895,international,ES_LEVC_NL_EHEH,227728,VALENCIA airport - EINDHOVEN airport,ES_LEVC,ES,LEVC,VALENCIA airport,NL_EHEH,NL,EHEH,EINDHOVEN airport
896,international,ES_LEVC_IT_LIRF,227461,VALENCIA airport - ROMA/FIUMICINO airport,ES_LEVC,ES,LEVC,VALENCIA airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
897,international,AT_LOWS_DE_EDDF,227103,SALZBURG airport - FRANKFURT/MAIN airport,AT_LOWS,AT,LOWS,SALZBURG airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport
898,domestic,IT_LIPH_IT_LIRN,227038,TREVISO/S.ANGELO airport - NAPOLI/CAPODICHINO airport,IT_LIPH,IT,LIPH,TREVISO/S.ANGELO airport,IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport"
899,international,DE_EDDF_LT_EYVI,226791,FRANKFURT/MAIN airport - VILNIUS INTL airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,LT_EYVI,LT,EYVI,VILNIUS INTL airport
900,international,CH_LSGG_DK_EKCH,226502,GENEVA airport - KOBENHAVN/KASTRUP airport,CH_LSGG,CH,LSGG,GENEVA airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport
901,international,EL_LGAV_UK_EGKK,226099,ATHINAI/ELEFTHERIOS VENIZELOS airport - LONDON GATWICK airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
902,international,AT_LOWG_DE_EDDM,225178,GRAZ airport - MUENCHEN airport,AT_LOWG,AT,LOWG,GRAZ airport,DE_EDDM,DE,EDDM,MUENCHEN airport
903,domestic,SE_ESSB_SE_ESSV,225101,STOCKHOLM/BROMMA airport - VISBY airport,SE_ESSB,SE,ESSB,STOCKHOLM/BROMMA airport,SE_ESSV,SE,ESSV,VISBY airport
904,international,FR_LFPG_RS_LYBE,224621,PARIS-CHARLES DE GAULLE airport - BEOGRAD/NIKOLA TESLA airport,FR_LFPG,FR,LFPG,PARIS-CHARLES DE GAULLE airport,RS_LYBE,RS,LYBE,BEOGRAD/NIKOLA TESLA airport
905,international,AT_LOWW_FR_LFMN,224321,WIEN-SCHWECHAT airport - NICE-COTE D'AZUR airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,FR_LFMN,FR,LFMN,NICE-COTE D'AZUR airport
906,international,ES_LEAL_UK_EGPH,224161,ALICANTE airport - EDINBURGH airport,ES_LEAL,ES,LEAL,ALICANTE airport,UK_EGPH,UK,EGPH,EDINBURGH airport
907,international,FR_LFPO_PT_LPFR,223795,PARIS-ORLY airport - FARO airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport,PT_LPFR,PT,LPFR,FARO airport
908,international,ES_LEMG_UK_EGPF,223779,MALAGA/COSTA DEL SOL airport - GLASGOW airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,UK_EGPF,UK,EGPF,GLASGOW airport
909,international,DK_EKCH_EL_LGAV,223335,KOBENHAVN/KASTRUP airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport
910,international,AT_LOWW_DE_EDDV,223215,WIEN-SCHWECHAT airport - HANNOVER airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,DE_EDDV,DE,EDDV,HANNOVER airport
911,international,DE_EDDL_SE_ESSA,222778,DUESSELDORF airport - STOCKHOLM/ARLANDA airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
912,international,IT_LIPE_RO_LROP,222354,BOLOGNA/BORGO PANIGALE airport - BUCURESTI/HENRI COANDA airport,IT_LIPE,IT,LIPE,BOLOGNA/BORGO PANIGALE airport,RO_LROP,RO,LROP,BUCURESTI/HENRI COANDA airport
913,international,DE_EDDF_EL_LGIR,222327,FRANKFURT/MAIN airport - IRAKLION/NIKOS KAZANTZAKIS airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,EL_LGIR,EL,LGIR,IRAKLION/NIKOS KAZANTZAKIS airport
914,international,IE_EIDW_UK_EGNT,222238,DUBLIN airport - NEWCASTLE airport,IE_EIDW,IE,EIDW,DUBLIN airport,UK_EGNT,UK,EGNT,NEWCASTLE airport
915,international,ES_LEIB_IT_LIMC,221989,IBIZA airport - MILANO/MALPENSA airport,ES_LEIB,ES,LEIB,IBIZA airport,IT_LIMC,IT,LIMC,MILANO/MALPENSA airport
916,international,BE_EBBR_IT_LIML,221958,BRUSSELS airport - MILANO/LINATE airport,BE_EBBR,BE,EBBR,BRUSSELS airport,IT_LIML,IT,LIML,MILANO/LINATE airport
917,international,DK_EKCH_LV_EVRA,221862,KOBENHAVN/KASTRUP airport - RIGA airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,LV_EVRA,LV,EVRA,RIGA airport
918,international,ES_GCTS_NL_EHAM,221449,TENERIFE SUR/REINA SOFIA airport - AMSTERDAM/SCHIPHOL airport,ES_GCTS,ES,GCTS,TENERIFE SUR/REINA SOFIA airport,NL_EHAM,NL,EHAM,AMSTERDAM/SCHIPHOL airport
919,domestic,NO_ENGM_NO_ENKR,220675,OSLO/GARDERMOEN airport - KIRKENES/HOYBUKTMOEN airport,NO_ENGM,NO,ENGM,OSLO/GARDERMOEN airport,NO_ENKR,NO,ENKR,KIRKENES/HOYBUKTMOEN airport
920,domestic,FR_LFML_FR_LFQQ,220535,MARSEILLE-PROVENCE airport - LILLE-LESQUIN airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport,FR_LFQQ,FR,LFQQ,LILLE-LESQUIN airport
921,international,AT_LOWW_IE_EIDW,220227,WIEN-SCHWECHAT airport - DUBLIN airport,AT_LOWW,AT,LOWW,WIEN-SCHWECHAT airport,IE_EIDW,IE,EIDW,DUBLIN airport
922,international,CZ_LKPR_DE_EDDM,220084,PRAHA/RUZYNE airport - MUENCHEN airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,DE_EDDM,DE,EDDM,MUENCHEN airport
923,international,DK_EKCH_UK_EGPH,219564,KOBENHAVN/KASTRUP airport - EDINBURGH airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,UK_EGPH,UK,EGPH,EDINBURGH airport
924,international,DE_EDDM_FR_LFML,219507,MUENCHEN airport - MARSEILLE-PROVENCE airport,DE_EDDM,DE,EDDM,MUENCHEN airport,FR_LFML,FR,LFML,MARSEILLE-PROVENCE airport
925,international,ES_LEMD_FR_LFRS,219327,ADOLFO SUAREZ MADRID-BARAJAS airport - NANTES ATLANTIQUE airport,ES_LEMD,ES,LEMD,ADOLFO SUAREZ MADRID-BARAJAS airport,FR_LFRS,FR,LFRS,"NANTES ATLANTIQUE airport"
926,international,IT_LIML_UK_EGKK,218549,MILANO/LINATE airport - LONDON GATWICK airport,IT_LIML,IT,LIML,MILANO/LINATE airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
927,domestic,UK_EG40_UK_EGPD,218299,OIL RIGS airport - ABERDEEN/DYCE airport,UK_EG40,UK,EG40,OIL RIGS airport,UK_EGPD,UK,EGPD,ABERDEEN/DYCE airport
928,international,CZ_LKPR_SE_ESSA,218280,PRAHA/RUZYNE airport - STOCKHOLM/ARLANDA airport,CZ_LKPR,CZ,LKPR,PRAHA/RUZYNE airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
929,international,EL_LGAV_FR_LFPO,218280,ATHINAI/ELEFTHERIOS VENIZELOS airport - PARIS-ORLY airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
930,international,ES_LEBL_FR_LFBD,218268,BARCELONA/EL PRAT airport - BORDEAUX-MERIGNAC airport,ES_LEBL,ES,LEBL,BARCELONA/EL PRAT airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport
931,domestic,PL_EPRZ_PL_EPWA,217987,RZESZOW/JASIONKA airport - WARSZAWA/CHOPINA airport,PL_EPRZ,PL,EPRZ,RZESZOW/JASIONKA airport,PL_EPWA,PL,EPWA,WARSZAWA/CHOPINA airport
932,international,BG_LBSF_IT_LIME,217884,SOFIA airport - BERGAMO/ORIO AL SERIO airport,BG_LBSF,BG,LBSF,SOFIA airport,IT_LIME,IT,LIME,BERGAMO/ORIO AL SERIO airport
933,international,DE_EDDL_IT_LIRF,217509,DUESSELDORF airport - ROMA/FIUMICINO airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport
934,international,IT_LIRF_SE_ESSA,217152,ROMA/FIUMICINO airport - STOCKHOLM/ARLANDA airport,IT_LIRF,IT,LIRF,ROMA/FIUMICINO airport,SE_ESSA,SE,ESSA,STOCKHOLM/ARLANDA airport
935,domestic,IT_LICJ_IT_LIPH,216948,PALERMO/PUNTA RAISI airport - TREVISO/S.ANGELO airport,IT_LICJ,IT,LICJ,PALERMO/PUNTA RAISI airport,IT_LIPH,IT,LIPH,TREVISO/S.ANGELO airport
936,international,DE_EDDF_EL_LGTS,216936,FRANKFURT/MAIN airport - THESSALONIKI/MAKEDONIA airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,EL_LGTS,EL,LGTS,THESSALONIKI/MAKEDONIA airport
937,international,DE_EDDM_LU_ELLX,216262,MUENCHEN airport - LUXEMBOURG airport,DE_EDDM,DE,EDDM,MUENCHEN airport,LU_ELLX,LU,ELLX,LUXEMBOURG airport
938,international,ES_LEMG_UK_EGAA,216032,MALAGA/COSTA DEL SOL airport - BELFAST/ALDERGROVE airport,ES_LEMG,ES,LEMG,MALAGA/COSTA DEL SOL airport,UK_EGAA,UK,EGAA,BELFAST/ALDERGROVE airport
939,international,CH_LSGG_UK_EGGD,215905,GENEVA airport - BRISTOL airport,CH_LSGG,CH,LSGG,GENEVA airport,UK_EGGD,UK,EGGD,BRISTOL airport
940,international,ES_LEBB_UK_EGKK,215708,BILBAO airport - LONDON GATWICK airport,ES_LEBB,ES,LEBB,BILBAO airport,UK_EGKK,UK,EGKK,LONDON GATWICK airport
941,international,PL_EPWR_UK_EGSS,215581,WROCLAW/STRACHOWICE airport - LONDON STANSTED airport,PL_EPWR,PL,EPWR,WROCLAW/STRACHOWICE airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
942,international,DE_EDDF_IT_LIRN,215319,FRANKFURT/MAIN airport - NAPOLI/CAPODICHINO airport,DE_EDDF,DE,EDDF,FRANKFURT/MAIN airport,IT_LIRN,IT,LIRN,"NAPOLI/CAPODICHINO airport"
943,domestic,FI_EFHK_FI_EFKT,215215,HELSINKI/VANTAA airport - KITTILA airport,FI_EFHK,FI,EFHK,HELSINKI/VANTAA airport,FI_EFKT,FI,EFKT,KITTILA airport
944,international,CH_LSZH_DE_EDDV,214987,ZURICH airport - HANNOVER airport,CH_LSZH,CH,LSZH,ZURICH airport,DE_EDDV,DE,EDDV,HANNOVER airport
945,international,SE_ESKN_UK_EGSS,214778,STOCKHOLM/SKAVSTA airport - LONDON STANSTED airport,SE_ESKN,SE,ESKN,STOCKHOLM/SKAVSTA airport,UK_EGSS,UK,EGSS,LONDON STANSTED airport
946,international,DK_EKCH_PT_LPPT,214741,KOBENHAVN/KASTRUP airport - LISBOA airport,DK_EKCH,DK,EKCH,KOBENHAVN/KASTRUP airport,PT_LPPT,PT,LPPT,LISBOA airport
947,international,CH_LSGG_FR_LFBD,214552,GENEVA airport - BORDEAUX-MERIGNAC airport,CH_LSGG,CH,LSGG,GENEVA airport,FR_LFBD,FR,LFBD,BORDEAUX-MERIGNAC airport
948,international,ES_LEPA_UK_EGPH,214363,PALMA DE MALLORCA airport - EDINBURGH airport,ES_LEPA,ES,LEPA,PALMA DE MALLORCA airport,UK_EGPH,UK,EGPH,EDINBURGH airport
949,international,DE_EDDL_PT_LPPT,214215,DUESSELDORF airport - LISBOA airport,DE_EDDL,DE,EDDL,DUESSELDORF airport,PT_LPPT,PT,LPPT,LISBOA airport
950,international,CH_LSGG_EL_LGAV,213554,GENEVA airport - ATHINAI/ELEFTHERIOS VENIZELOS airport,CH_LSGG,CH,LSGG,GENEVA airport,EL_LGAV,EL,LGAV,ATHINAI/ELEFTHERIOS VENIZELOS airport
951,international,ES_LEZL_FR_LFPO,213460,SEVILLA airport - PARIS-ORLY airport,ES_LEZL,ES,LEZL,SEVILLA airport,FR_LFPO,FR,LFPO,PARIS-ORLY airport
